Destination,Mood,Temperature (°C),Duration Range (days),Activities,Physicality (1–5),Family Friendly,Budget ($/day),Security (1–5)
Patagonia Variant 166,Exotic,10–25,7–14,"Hiking, Nature, Wildlife",2,Yes,381,5
Patagonia Variant 166,Energetic,10–25,10–15,"Hiking, Nature, Wildlife",3,Yes,357,4
Siem Reap Variant 45,Spiritual,25–40,10–20,"Adventure Sports, Trekking, Kayaking",4,No,140,3
Siem Reap Variant 45,Vibrant,25–40,4–7,"Adventure Sports, Trekking, Kayaking",4,No,144,4
Siem Reap Variant 45,Calm,25–40,4–7,"Adventure Sports, Trekking, Kayaking",5,No,138,4
Siem Reap Variant 45,Calm,25–40,3–5,"Adventure Sports, Trekking, Kayaking",2,No,120,4
Siem Reap Variant 45,Relaxed,25–40,7–14,"Adventure Sports, Trekking, Kayaking",4,No,121,3
Siem Reap Variant 45,Calm,25–40,3–5,"Adventure Sports, Trekking, Kayaking",2,No,128,4
Porto Variant 790,Spiritual,25–40,3–7,"Skiing, Snowboarding, Hot Springs",5,No,280,2
Porto Variant 790,Vibrant,25–40,7–14,"Skiing, Snowboarding, Hot Springs",2,No,316,5
Porto Variant 790,Romantic,25–40,5–8,"Skiing, Snowboarding, Hot Springs",5,No,261,3
Porto Variant 790,Vibrant,25–40,5–8,"Skiing, Snowboarding, Hot Springs",2,No,299,5
Porto Variant 790,Adventurous,25–40,4–7,"Skiing, Snowboarding, Hot Springs",5,No,254,4
Porto Variant 790,Romantic,25–40,7–14,"Skiing, Snowboarding, Hot Springs",2,No,334,3
Sydney Variant 90,Lively,-10–5,10–20,"Museums, Cafes, Historic Sites",5,Yes,80,4
Sydney Variant 90,Exotic,-10–5,5–10,"Museums, Cafes, Historic Sites",4,Yes,76,3
Sydney Variant 90,Relaxed,-10–5,4–7,"Museums, Cafes, Historic Sites",2,Yes,86,3
Sydney Variant 90,Romantic,-10–5,3–5,"Museums, Cafes, Historic Sites",1,Yes,89,3
Sydney Variant 90,Relaxed,-10–5,7–14,"Museums, Cafes, Historic Sites",2,Yes,70,3
Sydney Variant 90,Vibrant,-10–5,5–8,"Museums, Cafes, Historic Sites",3,Yes,90,3
Montreal Variant 1000,Tropical,20–35,2–4,"Adventure Sports, Trekking, Kayaking",2,No,300,3
Montreal Variant 1000,Vibrant,20–35,5–10,"Adventure Sports, Trekking, Kayaking",2,No,351,3
Montreal Variant 1000,Adventurous,20–35,4–7,"Adventure Sports, Trekking, Kayaking",1,No,300,5
Montreal Variant 1000,Energetic,20–35,10–15,"Adventure Sports, Trekking, Kayaking",4,No,342,4
Montreal Variant 1000,Romantic,20–35,5–8,"Adventure Sports, Trekking, Kayaking",4,No,311,3
Montreal Variant 1000,Relaxed,20–35,5–10,"Adventure Sports, Trekking, Kayaking",4,No,252,5
Sydney Variant 642,Affordable,25–40,10–20,"Museums, Cafes, Historic Sites",3,No,480,3
Sydney Variant 642,Relaxed,25–40,3–5,"Museums, Cafes, Historic Sites",2,No,440,5
Sydney Variant 642,Energetic,25–40,10–15,"Museums, Cafes, Historic Sites",1,No,512,3
Sydney Variant 642,Romantic,25–40,10–15,"Museums, Cafes, Historic Sites",2,No,409,4
Sydney Variant 642,Calm,25–40,3–5,"Museums, Cafes, Historic Sites",5,No,445,4
Sydney Variant 642,Relaxed,25–40,10–15,"Museums, Cafes, Historic Sites",2,No,562,3
Cairo Variant 184,Sunny,20–35,2–4,"Adventure Sports, Trekking, Kayaking",5,Yes,500,4
Cairo Variant 184,Energetic,20–35,5–10,"Adventure Sports, Trekking, Kayaking",4,Yes,452,3
Cairo Variant 184,Energetic,20–35,5–10,"Adventure Sports, Trekking, Kayaking",5,Yes,511,5
Cairo Variant 184,Relaxed,20–35,5–8,"Adventure Sports, Trekking, Kayaking",5,Yes,562,5
Cairo Variant 184,Calm,20–35,5–10,"Adventure Sports, Trekking, Kayaking",1,Yes,483,3
Cairo Variant 184,Exotic,20–35,4–7,"Adventure Sports, Trekking, Kayaking",2,Yes,509,4
Reykjavik Variant 134,Romantic,0–15,7–14,"Museums, Cafes, Historic Sites",5,Yes,170,5
Reykjavik Variant 134,Calm,0–15,7–14,"Museums, Cafes, Historic Sites",4,Yes,151,4
Reykjavik Variant 134,Vibrant,0–15,7–14,"Museums, Cafes, Historic Sites",1,Yes,200,5
Reykjavik Variant 134,Vibrant,0–15,5–10,"Museums, Cafes, Historic Sites",3,Yes,137,3
Reykjavik Variant 134,Vibrant,0–15,10–15,"Museums, Cafes, Historic Sites",4,Yes,148,5
Reykjavik Variant 134,Vibrant,0–15,5–10,"Museums, Cafes, Historic Sites",1,Yes,151,4
Tbilisi Variant 264,Wild,10–25,3–7,"Skiing, Snowboarding, Hot Springs",5,No,190,3
Tbilisi Variant 264,Relaxed,10–25,3–5,"Skiing, Snowboarding, Hot Springs",2,No,209,4
Tbilisi Variant 264,Vibrant,10–25,3–5,"Skiing, Snowboarding, Hot Springs",1,No,182,5
Tbilisi Variant 264,Relaxed,10–25,5–8,"Skiing, Snowboarding, Hot Springs",5,No,189,5
Tbilisi Variant 264,Relaxed,10–25,10–15,"Skiing, Snowboarding, Hot Springs",5,No,177,3
Tbilisi Variant 264,Energetic,10–25,10–15,"Skiing, Snowboarding, Hot Springs",1,No,186,4
Montreal Variant 884,Tropical,-10–5,2–4,"Adventure Sports, Trekking, Kayaking",4,Yes,260,5
Montreal Variant 884,Romantic,-10–5,7–14,"Adventure Sports, Trekking, Kayaking",4,Yes,239,5
Montreal Variant 884,Adventurous,-10–5,4–7,"Adventure Sports, Trekking, Kayaking",4,Yes,255,5
Montreal Variant 884,Romantic,-10–5,10–15,"Adventure Sports, Trekking, Kayaking",2,Yes,300,3
Montreal Variant 884,Romantic,-10–5,4–7,"Adventure Sports, Trekking, Kayaking",3,Yes,292,5
Montreal Variant 884,Energetic,-10–5,5–8,"Adventure Sports, Trekking, Kayaking",5,Yes,292,3
Mexico City Variant 356,Diverse,20–35,2–4,"Museums, Cafes, Historic Sites",5,Yes,340,3
Mexico City Variant 356,Exotic,20–35,4–7,"Museums, Cafes, Historic Sites",1,Yes,393,3
Mexico City Variant 356,Calm,20–35,5–8,"Museums, Cafes, Historic Sites",5,Yes,383,3
Mexico City Variant 356,Energetic,20–35,3–5,"Museums, Cafes, Historic Sites",1,Yes,364,5
Mexico City Variant 356,Energetic,20–35,4–7,"Museums, Cafes, Historic Sites",2,Yes,310,4
Mexico City Variant 356,Vibrant,20–35,10–15,"Museums, Cafes, Historic Sites",2,Yes,300,4
Dubai Variant 281,Historic,10–25,7–14,"Museums, Cafes, Historic Sites",4,Yes,330,4
Dubai Variant 281,Romantic,10–25,5–10,"Museums, Cafes, Historic Sites",2,Yes,279,5
Dubai Variant 281,Exotic,10–25,7–14,"Museums, Cafes, Historic Sites",4,Yes,375,5
Dubai Variant 281,Romantic,10–25,3–5,"Museums, Cafes, Historic Sites",5,Yes,387,3
Dubai Variant 281,Calm,10–25,5–8,"Museums, Cafes, Historic Sites",2,Yes,384,3
Dubai Variant 281,Energetic,10–25,7–14,"Museums, Cafes, Historic Sites",3,Yes,287,5
Cusco Variant 514,Sunny,0–15,5–10,"Museums, Cafes, Historic Sites",1,No,410,2
Cusco Variant 514,Relaxed,0–15,4–7,"Museums, Cafes, Historic Sites",4,No,445,3
Cusco Variant 514,Calm,0–15,3–5,"Museums, Cafes, Historic Sites",5,No,393,4
Cusco Variant 514,Romantic,0–15,5–10,"Museums, Cafes, Historic Sites",4,No,385,4
Cusco Variant 514,Energetic,0–15,4–7,"Museums, Cafes, Historic Sites",5,No,347,5
Cusco Variant 514,Relaxed,0–15,4–7,"Museums, Cafes, Historic Sites",2,No,486,5
Reykjavik Variant 873,Cultural,10–25,2–4,"Beach, Snorkeling, Relaxation",4,Yes,260,3
Reykjavik Variant 873,Relaxed,10–25,10–15,"Beach, Snorkeling, Relaxation",4,Yes,228,4
Reykjavik Variant 873,Relaxed,10–25,10–15,"Beach, Snorkeling, Relaxation",4,Yes,223,4
Reykjavik Variant 873,Relaxed,10–25,10–15,"Beach, Snorkeling, Relaxation",1,Yes,259,3
Reykjavik Variant 873,Energetic,10–25,10–15,"Beach, Snorkeling, Relaxation",1,Yes,229,3
Reykjavik Variant 873,Adventurous,10–25,4–7,"Beach, Snorkeling, Relaxation",3,Yes,311,4
Cairo Variant 130,Tropical,20–35,2–4,"Adventure Sports, Trekking, Kayaking",4,Yes,430,3
Cairo Variant 130,Calm,20–35,3–5,"Adventure Sports, Trekking, Kayaking",4,Yes,368,3
Cairo Variant 130,Exotic,20–35,4–7,"Adventure Sports, Trekking, Kayaking",2,Yes,457,4
Cairo Variant 130,Calm,20–35,5–10,"Adventure Sports, Trekking, Kayaking",1,Yes,443,5
Cairo Variant 130,Calm,20–35,4–7,"Adventure Sports, Trekking, Kayaking",4,Yes,375,4
Cairo Variant 130,Calm,20–35,7–14,"Adventure Sports, Trekking, Kayaking",2,Yes,394,3
Montreal Variant 908,Coastal,10–25,7–14,"Skiing, Snowboarding, Hot Springs",1,Yes,30,2
Montreal Variant 908,Adventurous,10–25,3–5,"Skiing, Snowboarding, Hot Springs",5,Yes,34,3
Montreal Variant 908,Relaxed,10–25,7–14,"Skiing, Snowboarding, Hot Springs",4,Yes,25,5
Montreal Variant 908,Relaxed,10–25,3–5,"Skiing, Snowboarding, Hot Springs",3,Yes,35,5
Montreal Variant 908,Romantic,10–25,3–5,"Skiing, Snowboarding, Hot Springs",3,Yes,29,4
Montreal Variant 908,Exotic,10–25,3–5,"Skiing, Snowboarding, Hot Springs",2,Yes,33,5
Vienna Variant 960,Modern,-10–5,3–7,"Spiritual Retreats, Yoga, Wellness",2,Yes,250,5
Vienna Variant 960,Vibrant,-10–5,5–10,"Spiritual Retreats, Yoga, Wellness",3,Yes,252,4
Vienna Variant 960,Romantic,-10–5,4–7,"Spiritual Retreats, Yoga, Wellness",3,Yes,252,3
Vienna Variant 960,Romantic,-10–5,7–14,"Spiritual Retreats, Yoga, Wellness",5,Yes,216,4
Vienna Variant 960,Calm,-10–5,5–10,"Spiritual Retreats, Yoga, Wellness",3,Yes,287,5
Vienna Variant 960,Relaxed,-10–5,7–14,"Spiritual Retreats, Yoga, Wellness",4,Yes,208,3
Tbilisi Variant 975,Wild,10–25,2–4,"Beach, Snorkeling, Relaxation",5,Yes,260,5
Tbilisi Variant 975,Energetic,10–25,5–8,"Beach, Snorkeling, Relaxation",1,Yes,233,4
Tbilisi Variant 975,Adventurous,10–25,4–7,"Beach, Snorkeling, Relaxation",4,Yes,220,4
Tbilisi Variant 975,Romantic,10–25,7–14,"Beach, Snorkeling, Relaxation",4,Yes,270,4
Tbilisi Variant 975,Vibrant,10–25,4–7,"Beach, Snorkeling, Relaxation",1,Yes,267,4
Tbilisi Variant 975,Exotic,10–25,5–8,"Beach, Snorkeling, Relaxation",4,Yes,297,5
Queenstown Variant 602,Mysterious,25–40,10–20,"Skiing, Snowboarding, Hot Springs",4,Yes,280,2
Queenstown Variant 602,Energetic,25–40,5–8,"Skiing, Snowboarding, Hot Springs",4,Yes,232,5
Queenstown Variant 602,Romantic,25–40,3–5,"Skiing, Snowboarding, Hot Springs",1,Yes,299,5
Queenstown Variant 602,Adventurous,25–40,5–8,"Skiing, Snowboarding, Hot Springs",5,Yes,304,4
Queenstown Variant 602,Calm,25–40,5–8,"Skiing, Snowboarding, Hot Springs",3,Yes,265,4
Queenstown Variant 602,Romantic,25–40,10–15,"Skiing, Snowboarding, Hot Springs",2,Yes,305,4
Tallinn Variant 885,Elegant,10–25,5–10,"Adventure Sports, Trekking, Kayaking",1,Yes,230,2
Tallinn Variant 885,Calm,10–25,5–8,"Adventure Sports, Trekking, Kayaking",4,Yes,222,4
Tallinn Variant 885,Romantic,10–25,5–10,"Adventure Sports, Trekking, Kayaking",3,Yes,236,3
Tallinn Variant 885,Exotic,10–25,7–14,"Adventure Sports, Trekking, Kayaking",4,Yes,224,5
Tallinn Variant 885,Adventurous,10–25,3–5,"Adventure Sports, Trekking, Kayaking",5,Yes,243,3
Tallinn Variant 885,Romantic,10–25,5–10,"Adventure Sports, Trekking, Kayaking",3,Yes,187,5
Bangkok Variant 624,Sunny,-10–5,5–10,"Hiking, Nature, Wildlife",4,No,240,3
Bangkok Variant 624,Calm,-10–5,5–10,"Hiking, Nature, Wildlife",1,No,234,5
Bangkok Variant 624,Vibrant,-10–5,5–10,"Hiking, Nature, Wildlife",5,No,199,4
Bangkok Variant 624,Adventurous,-10–5,5–8,"Hiking, Nature, Wildlife",2,No,238,3
Bangkok Variant 624,Romantic,-10–5,4–7,"Hiking, Nature, Wildlife",3,No,214,4
Bangkok Variant 624,Vibrant,-10–5,4–7,"Hiking, Nature, Wildlife",2,No,265,5
Amalfi Coast Variant 564,Romantic,0–15,2–4,"Beach, Snorkeling, Relaxation",5,No,270,5
Amalfi Coast Variant 564,Romantic,0–15,4–7,"Beach, Snorkeling, Relaxation",1,No,258,3
Amalfi Coast Variant 564,Romantic,0–15,5–10,"Beach, Snorkeling, Relaxation",5,No,308,3
Amalfi Coast Variant 564,Exotic,0–15,7–14,"Beach, Snorkeling, Relaxation",2,No,234,3
Amalfi Coast Variant 564,Exotic,0–15,3–5,"Beach, Snorkeling, Relaxation",1,No,246,4
Amalfi Coast Variant 564,Adventurous,0–15,7–14,"Beach, Snorkeling, Relaxation",2,No,245,5
Phuket Variant 585,Sunny,25–40,7–14,"Spiritual Retreats, Yoga, Wellness",1,No,380,5
Phuket Variant 585,Adventurous,25–40,5–8,"Spiritual Retreats, Yoga, Wellness",5,No,442,5
Phuket Variant 585,Energetic,25–40,10–15,"Spiritual Retreats, Yoga, Wellness",3,No,372,3
Phuket Variant 585,Romantic,25–40,5–10,"Spiritual Retreats, Yoga, Wellness",3,No,436,4
Phuket Variant 585,Adventurous,25–40,4–7,"Spiritual Retreats, Yoga, Wellness",1,No,398,3
Phuket Variant 585,Vibrant,25–40,7–14,"Spiritual Retreats, Yoga, Wellness",5,No,403,4
Phuket Variant 1000,Luxury,0–15,3–7,"Adventure Sports, Trekking, Kayaking",5,No,230,2
Phuket Variant 1000,Energetic,0–15,5–8,"Adventure Sports, Trekking, Kayaking",3,No,223,4
Phuket Variant 1000,Vibrant,0–15,7–14,"Adventure Sports, Trekking, Kayaking",1,No,236,4
Phuket Variant 1000,Adventurous,0–15,10–15,"Adventure Sports, Trekking, Kayaking",3,No,254,4
Phuket Variant 1000,Adventurous,0–15,5–10,"Adventure Sports, Trekking, Kayaking",1,No,213,3
Phuket Variant 1000,Energetic,0–15,7–14,"Adventure Sports, Trekking, Kayaking",2,No,186,3
New York City Variant 723,Scenic,20–35,10–20,"Skiing, Snowboarding, Hot Springs",1,Yes,450,4
New York City Variant 723,Relaxed,20–35,10–15,"Skiing, Snowboarding, Hot Springs",4,Yes,404,3
New York City Variant 723,Vibrant,20–35,3–5,"Skiing, Snowboarding, Hot Springs",4,Yes,526,5
New York City Variant 723,Adventurous,20–35,4–7,"Skiing, Snowboarding, Hot Springs",4,Yes,492,3
New York City Variant 723,Energetic,20–35,7–14,"Skiing, Snowboarding, Hot Springs",3,Yes,526,3
New York City Variant 723,Exotic,20–35,4–7,"Skiing, Snowboarding, Hot Springs",3,Yes,380,4
Cape Town Variant 937,Quaint,10–25,2–4,"Hiking, Nature, Wildlife",2,Yes,90,5
Cape Town Variant 937,Calm,10–25,3–5,"Hiking, Nature, Wildlife",4,Yes,86,4
Cape Town Variant 937,Calm,10–25,10–15,"Hiking, Nature, Wildlife",2,Yes,84,3
Cape Town Variant 937,Exotic,10–25,4–7,"Hiking, Nature, Wildlife",1,Yes,99,5
Cape Town Variant 937,Relaxed,10–25,5–10,"Hiking, Nature, Wildlife",5,Yes,105,3
Cape Town Variant 937,Relaxed,10–25,5–8,"Hiking, Nature, Wildlife",5,Yes,93,5
Lima Variant 368,Quiet,25–40,2–4,"Adventure Sports, Trekking, Kayaking",2,Yes,110,5
Lima Variant 368,Relaxed,25–40,4–7,"Adventure Sports, Trekking, Kayaking",4,Yes,129,4
Lima Variant 368,Adventurous,25–40,5–10,"Adventure Sports, Trekking, Kayaking",2,Yes,109,3
Lima Variant 368,Energetic,25–40,3–5,"Adventure Sports, Trekking, Kayaking",1,Yes,117,4
Lima Variant 368,Relaxed,25–40,10–15,"Adventure Sports, Trekking, Kayaking",4,Yes,104,4
Lima Variant 368,Exotic,25–40,5–8,"Adventure Sports, Trekking, Kayaking",4,Yes,113,3
Paris Variant 982,Diverse,10–25,10–20,"Beach, Snorkeling, Relaxation",1,No,40,4
Paris Variant 982,Exotic,10–25,5–8,"Beach, Snorkeling, Relaxation",3,No,45,3
Paris Variant 982,Adventurous,10–25,10–15,"Beach, Snorkeling, Relaxation",5,No,46,4
Paris Variant 982,Adventurous,10–25,10–15,"Beach, Snorkeling, Relaxation",2,No,34,5
Paris Variant 982,Exotic,10–25,4–7,"Beach, Snorkeling, Relaxation",2,No,34,5
Paris Variant 982,Relaxed,10–25,3–5,"Beach, Snorkeling, Relaxation",4,No,41,5
Rome Variant 13,Quaint,0–15,5–10,"Hiking, Nature, Wildlife",2,No,20,2
Rome Variant 13,Adventurous,0–15,3–5,"Hiking, Nature, Wildlife",4,No,18,5
Rome Variant 13,Vibrant,0–15,5–10,"Hiking, Nature, Wildlife",4,No,18,4
Rome Variant 13,Energetic,0–15,4–7,"Hiking, Nature, Wildlife",1,No,19,4
Rome Variant 13,Vibrant,0–15,5–10,"Hiking, Nature, Wildlife",3,No,20,4
Rome Variant 13,Adventurous,0–15,5–10,"Hiking, Nature, Wildlife",5,No,24,3
Barcelona Variant 284,Balanced,10–25,2–4,"Adventure Sports, Trekking, Kayaking",2,No,400,5
Barcelona Variant 284,Exotic,10–25,10–15,"Adventure Sports, Trekking, Kayaking",2,No,465,3
Barcelona Variant 284,Adventurous,10–25,5–10,"Adventure Sports, Trekking, Kayaking",5,No,348,5
Barcelona Variant 284,Adventurous,10–25,5–8,"Adventure Sports, Trekking, Kayaking",2,No,441,5
Barcelona Variant 284,Adventurous,10–25,5–8,"Adventure Sports, Trekking, Kayaking",3,No,442,3
Barcelona Variant 284,Vibrant,10–25,4–7,"Adventure Sports, Trekking, Kayaking",5,No,421,4
Kyoto Variant 755,Cultural,0–15,7–14,"Adventure Sports, Trekking, Kayaking",4,Yes,190,2
Kyoto Variant 755,Adventurous,0–15,5–10,"Adventure Sports, Trekking, Kayaking",2,Yes,210,3
Kyoto Variant 755,Energetic,0–15,5–8,"Adventure Sports, Trekking, Kayaking",1,Yes,189,3
Kyoto Variant 755,Romantic,0–15,4–7,"Adventure Sports, Trekking, Kayaking",5,Yes,217,3
Kyoto Variant 755,Relaxed,0–15,3–5,"Adventure Sports, Trekking, Kayaking",2,Yes,223,3
Kyoto Variant 755,Exotic,0–15,5–10,"Adventure Sports, Trekking, Kayaking",3,Yes,208,5
Jerusalem Variant 887,Coastal,0–15,3–7,"Hiking, Nature, Wildlife",5,Yes,160,4
Jerusalem Variant 887,Calm,0–15,3–5,"Hiking, Nature, Wildlife",3,Yes,152,5
Jerusalem Variant 887,Energetic,0–15,4–7,"Hiking, Nature, Wildlife",3,Yes,160,3
Jerusalem Variant 887,Adventurous,0–15,7–14,"Hiking, Nature, Wildlife",2,Yes,155,5
Jerusalem Variant 887,Vibrant,0–15,7–14,"Hiking, Nature, Wildlife",5,Yes,153,5
Jerusalem Variant 887,Calm,0–15,7–14,"Hiking, Nature, Wildlife",3,Yes,171,5
Athens Variant 270,Mysterious,10–25,10–20,"Spiritual Retreats, Yoga, Wellness",2,No,430,3
Athens Variant 270,Calm,10–25,3–5,"Spiritual Retreats, Yoga, Wellness",4,No,448,5
Athens Variant 270,Energetic,10–25,3–5,"Spiritual Retreats, Yoga, Wellness",5,No,416,5
Athens Variant 270,Adventurous,10–25,5–10,"Spiritual Retreats, Yoga, Wellness",5,No,428,5
Athens Variant 270,Adventurous,10–25,5–8,"Spiritual Retreats, Yoga, Wellness",3,No,475,4
Athens Variant 270,Energetic,10–25,4–7,"Spiritual Retreats, Yoga, Wellness",1,No,390,3
Buenos Aires Variant 590,Laid-back,20–35,2–4,"Adventure Sports, Trekking, Kayaking",2,No,290,2
Buenos Aires Variant 590,Exotic,20–35,3–5,"Adventure Sports, Trekking, Kayaking",5,No,234,3
Buenos Aires Variant 590,Adventurous,20–35,4–7,"Adventure Sports, Trekking, Kayaking",5,No,337,3
Buenos Aires Variant 590,Exotic,20–35,5–10,"Adventure Sports, Trekking, Kayaking",2,No,277,3
Buenos Aires Variant 590,Vibrant,20–35,10–15,"Adventure Sports, Trekking, Kayaking",4,No,277,4
Buenos Aires Variant 590,Energetic,20–35,4–7,"Adventure Sports, Trekking, Kayaking",3,No,237,5
Banff Variant 427,Luxury,20–35,5–10,"Adventure Sports, Trekking, Kayaking",4,No,290,3
Banff Variant 427,Relaxed,20–35,7–14,"Adventure Sports, Trekking, Kayaking",4,No,275,3
Banff Variant 427,Vibrant,20–35,7–14,"Adventure Sports, Trekking, Kayaking",2,No,271,5
Banff Variant 427,Exotic,20–35,5–10,"Adventure Sports, Trekking, Kayaking",1,No,241,5
Banff Variant 427,Exotic,20–35,10–15,"Adventure Sports, Trekking, Kayaking",3,No,273,5
Banff Variant 427,Relaxed,20–35,5–8,"Adventure Sports, Trekking, Kayaking",2,No,291,5
Jerusalem Variant 994,Lively,0–15,10–20,"Museums, Cafes, Historic Sites",4,No,90,5
Jerusalem Variant 994,Adventurous,0–15,4–7,"Museums, Cafes, Historic Sites",2,No,89,4
Jerusalem Variant 994,Adventurous,0–15,5–8,"Museums, Cafes, Historic Sites",5,No,90,5
Jerusalem Variant 994,Exotic,0–15,10–15,"Museums, Cafes, Historic Sites",1,No,72,3
Jerusalem Variant 994,Energetic,0–15,4–7,"Museums, Cafes, Historic Sites",5,No,88,5
Jerusalem Variant 994,Vibrant,0–15,7–14,"Museums, Cafes, Historic Sites",3,No,104,5
Istanbul Variant 607,Coastal,-10–5,3–7,"Adventure Sports, Trekking, Kayaking",2,No,50,5
Istanbul Variant 607,Adventurous,-10–5,3–5,"Adventure Sports, Trekking, Kayaking",1,No,49,5
Istanbul Variant 607,Adventurous,-10–5,7–14,"Adventure Sports, Trekking, Kayaking",1,No,54,4
Istanbul Variant 607,Adventurous,-10–5,10–15,"Adventure Sports, Trekking, Kayaking",4,No,52,3
Istanbul Variant 607,Exotic,-10–5,3–5,"Adventure Sports, Trekking, Kayaking",5,No,49,3
Istanbul Variant 607,Exotic,-10–5,3–5,"Adventure Sports, Trekking, Kayaking",5,No,41,3
Montreal Variant 72,Spiritual,20–35,2–4,"Skiing, Snowboarding, Hot Springs",5,Yes,60,4
Montreal Variant 72,Exotic,20–35,5–8,"Skiing, Snowboarding, Hot Springs",4,Yes,61,5
Montreal Variant 72,Exotic,20–35,5–8,"Skiing, Snowboarding, Hot Springs",4,Yes,49,4
Montreal Variant 72,Energetic,20–35,5–8,"Skiing, Snowboarding, Hot Springs",4,Yes,48,3
Montreal Variant 72,Adventurous,20–35,7–14,"Skiing, Snowboarding, Hot Springs",2,Yes,71,5
Montreal Variant 72,Romantic,20–35,4–7,"Skiing, Snowboarding, Hot Springs",4,Yes,69,4
Kotor Variant 512,Energetic,20–35,5–10,"Museums, Cafes, Historic Sites",4,Yes,100,4
Kotor Variant 512,Relaxed,20–35,7–14,"Museums, Cafes, Historic Sites",5,Yes,95,5
Kotor Variant 512,Energetic,20–35,5–10,"Museums, Cafes, Historic Sites",1,Yes,87,5
Kotor Variant 512,Romantic,20–35,7–14,"Museums, Cafes, Historic Sites",1,Yes,99,4
Kotor Variant 512,Vibrant,20–35,5–8,"Museums, Cafes, Historic Sites",3,Yes,110,5
Kotor Variant 512,Romantic,20–35,7–14,"Museums, Cafes, Historic Sites",3,Yes,84,4
Bali Variant 632,Tranquil,10–25,2–4,"Spiritual Retreats, Yoga, Wellness",5,Yes,290,3
Bali Variant 632,Vibrant,10–25,5–10,"Spiritual Retreats, Yoga, Wellness",4,Yes,265,5
Bali Variant 632,Calm,10–25,5–10,"Spiritual Retreats, Yoga, Wellness",2,Yes,276,5
Bali Variant 632,Energetic,10–25,10–15,"Spiritual Retreats, Yoga, Wellness",1,Yes,259,4
Bali Variant 632,Calm,10–25,7–14,"Spiritual Retreats, Yoga, Wellness",2,Yes,305,5
Bali Variant 632,Exotic,10–25,4–7,"Spiritual Retreats, Yoga, Wellness",1,Yes,320,4
Santorini Variant 345,Peaceful,20–35,2–4,"Beach, Snorkeling, Relaxation",4,Yes,80,3
